,ID,title,link,file_exists
0,91004.0,Bộ Nội vụ tuyển dụng 08 chỉ tiêu biên chế công chức năm 2024 theo ...,https://moha.gov.vn/tintuc/Pages/danh-sach-tin-noi-bat.aspx?ItemID=55982,https://moha.gov.vn/KND/TT/Lists/TinTuc/Attachments/55982/1420241839TB1685_TB-BNV tuyen dung CC theo ND140.pdf
1,91004.0,Thông báo số 1685/TB-BNV ngày 28/03/2024 của Bộ Nội vụ tuyển ...,https://moha.gov.vn/thong-bao/Pages/dsthongbao.aspx?ItemId=1901,https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1901/142024172244TB1685_TB-BNV tuyen dung CC theo ND140.pdf
2,91004.0,Bộ Nội vụ về việc tuyển dụng viên chức Trung tâm Thông tin năm ...,https://moha.gov.vn/thong-bao/Pages/dsthongbao.aspx?ItemId=1912,https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1912/172024112824367-Thong bao tuyen dung vien chuc TTTT nam 2024 (1).pdf
3,91004.0,Thông tư số 05/2024/TT-BNV ngày 27/06/2024 của Bộ trưởng Bộ ...,https://moha.gov.vn/thong-bao/thong-tu-so-052024tt-bnv-ngay-27062024-cua-bo-truong-bo-noi-vu-quy-dinh-tieu-chuan-dieu-kien-xet-thang-hang-len-hang-ii-va-len-hang-iii-doi-voi-vchc-vcvt-vclt-xep-luong-doi-voi-nguoi-duoc-tuyen-dung-tiep-nhan-vao-vien-chuc-1914.html,https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1914/47202416107Thong tu so 05-2024_TT-BNV.pdf
4,91004.0,Bộ Nội vụ tuyển dụng công chức theo Nghị định số 140/2017/NĐ ...,https://moha.gov.vn/tintuc/Pages/listbnv.aspx?Cat=610&ItemID=56194,0
5,91004.0,Thông báo số 3663/TB-HĐTD ngày 26/6/2024 của Hội đồng tuyển ...,https://moha.gov.vn/thong-bao/Pages/dsthongbao.aspx?ItemId=1913,https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1913/2862024115463663.signed.pdf
6,91004.0,THÔNG BÁO Tuyển dụng viên chức Trung tâm Thông tin năm 2024 ...,https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1912/172024112824367-Thong%20bao%20tuyen%20dung%20vien%20chuc%20TTTT%20nam%202024%20(1).pdf,0
7,91004.0,Ban Nội chính Trung ương tuyển 08 chỉ tiêu công chức từ nguồn ...,https://moha.gov.vn/thanh-nien/tin-tuc/Pages/listbnv.aspx?CateID=34&ItemID=881,https://moha.gov.vn/KND/thanh-nien/TT/Lists/TinTuc/Attachments/881/2462024181023183_Th_ng_b_o_tuy_n_d_ng.pdf
8,91004.0,Công văn số 152/VKH-QLKH ngày 07/5/2024 của Viện Khoa học tổ ...,https://moha.gov.vn/thong-bao/cong-van-so-152vkh-qlkh-ngay-0752024-cua-vien-khoa-hoc-to-chuc-nha-nuoc-thong-bao-ve-viec-tuyen-chon-to-chuc-ca-nhan-thuc-hien-de-tai-nghien-cuu-khoa-hoc-cap-bo-nam-2025-1906.html,https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1906/952024151051CV gui TTTT t baotuyenchonDT2025.pdf
9,91004.0,Thông tư số 8/2024/TT-BNV ngày 05/07/2024 của Bộ trưởng Bộ Nội ...,https://moha.gov.vn/thong-bao/Pages/dsthongbao.aspx?ItemId=1917,"https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1917/872024203728TT08_TT-BNV_Huong dan thuc hien dieu chinh muc tro cap hang thang doi voi can bo xa, phuong, thi tran gia yeu da nghi viec.pdf"
10,91004.0,Công văn số 197/VKH-QLKH ngày 07/06/2024 của Viện Khoa học ...,https://moha.gov.vn/thong-bao/cong-van-so-197vkh-qlkh-ngay-07062024-cua-vien-khoa-hoc-to-chuc-nha-nuoc-ve-viec-thong-bao-ket-qua-tuyen-chon-to-chuc-ca-nhan-thuc-hien-de-tai-nghien-cuu-khoa-hoc-cap-bo-nam-2025-1908.html,https://moha.gov.vn/KND/ThongBao/Lists/thongbao/Attachments/1908/106202492023CV gui TTTT t baoKQtuyenchonDT2025.pdf
