,ID,title,link,file_exists
0,91001.0,"Thông tư quy định về tuyển chọn, tuyển dụng quân nhân chuyên ...",https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/c5a26f5b-301f-43d3-b158-29dc25ab4c86,https://mod.gov.vn/wcm/connect/a04e9da1-5816-4961-985e-dee44cfc9f7f/TT241.2017BQP.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-a04e9da1-5816-4961-985e-dee44cfc9f7f-lY3-Xb-   
1,91001.0,"Quy định tuyển chọn, tuyển dụng vào đội ngũ cán bộ; đào tạo sĩ ...",https://www.mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/88ccac0a-3d6a-4ef0-a367-d22cc532fec1,https://www.mod.gov.vn/wcm/connect/ebc75d4d-30c3-4eb2-82e8-ac65f7ee280a/TT308.2017BQP.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-ebc75d4d-30c3-4eb2-82e8-ac65f7ee280a-m30lNCL   
2,91001.0,Sơ kết công tác vì sự tiến bộ của phụ nữ và bình đẳng giới trong ...,https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/so-ket-cong-tac-vi-su-tien-bo-cua-phu-nu-va-binh-dang-gioi-trong-quan-doi-6-thang-dau-nam-2024,0
3,91001.0,"Quy định về tổ chức, chỉ tiêu tuyển sinh quân sự năm 2024",https://mod.gov.vn/vn/noi-dung/sa-qlcddh/sa-qlcddh-cddh/quy-dinh-ve-to-chuc-chi-tieu-tuyen-sinh-quan-su-nam-2024,https://mod.gov.vn/wcm/connect/82ec8032-8cc5-4765-ac85-8155e84bb8dc/TSQS2024.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-82ec8032-8cc5-4765-ac85-8155e84bb8dc-oW4GcW6   
4,91001.0,Các trường Quân đội công bố điểm chuẩn xét tuyển sớm năm 2024,https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/cac-truong-quan-doi-cong-bo-diem-chuan-xet-tuyen-som-nam-2024,0
5,91001.0,"Thông tư quy định tiêu chuẩn sức khỏe, khám sức khỏe cho các đối ...",https://mod.gov.vn/vn/noi-dung/sa-qlcddh/sa-qlcddh-vbpl/sa-qlcddh-vbpl-gtvb/thong-tu-quy-dinh-tieu-chuan-suc-khoe-kham-suc-khoe-cho-cac-doi-tuong-thuoc-pham-vi-quan-ly-cua-bo-quoc-phong,https://mod.gov.vn/wcm/connect/c3ced484-0b43-4d1c-9c6d-fbee1bc62eb3/TT105.2023BQP.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-c3ced484-0b43-4d1c-9c6d-fbee1bc62eb3-oN8GbVJ   
6,91001.0,"Hội nghị tuyển sinh đại học, cao đẳng theo phương thức xét tuyển ...",https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/hoi-nghi-tuyen-sinh-dai-hoc-cao-dang-theo-phuong-thuc-xet-tuyen-som-vao-cac-truong-quan-doi-nam-2024,0
7,91001.0,"Mức điểm nhận hồ sơ xét tuyển đại học, cao đẳng các trường Quân ...",https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/muc-diem-nhan-ho-so-xet-tuyen-dai-hoc-cao-dang-cac-truong-quan-doi-nam-2024,0
8,91001.0,Quy định chi tiết và hướng dẫn thực hiện công tác tuyển sinh vào ...,https://www.mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/7e49aff3-0dc1-465c-9d72-1911ae851554,https://www.mod.gov.vn/wcm/connect/e5f244ac-143b-49e7-90d5-d780fb6837dd/VBHN01BQP.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-e5f244ac-143b-49e7-90d5-d780fb6837dd-meaMwNI   
9,91001.0,"Mức điểm nhận hồ sơ xét tuyển đại học, cao đẳng Quân sự năm 2023",https://mod.gov.vn/vn/chi-tiet/sa-ttsk/sa-tt-qpan/muc-diem-nhan-ho-so-xet-tuyen-dai-hoc-cao-dang-quan-su-nam-2023,0
10,91001.0,Bộ Quốc phòng xét duyệt điểm chuẩn tuyển sinh quân sự năm 2024,https://mod.gov.vn/!ut/p/z1/tZHNUsIwFIWfhuWdJP13WVSkMFAHQWg2TpoWGqVpKwGEpzegKztQHSSbmzO5ybnfCaJohqhkG7FgShSSLbWOqPPS8Ycjr018HLpBBwe9-745CDHBdy6a_mgIu4cGw-nbgWMExEb0N_fxieXjpvvPiCLKpSpVhqK8SFp4xUBXWAmVHoVSq7fvDVQlky3M1xyqNZOwA1UAz7RMmICsEKAyAcma6eNdqrRicnEwKLlIUIRTmzPXxpAQIwHLNObgcQsDNxMPx-QmTj2rFkhtYnqet4foYlnEX9mL16qivgYspEo_FJpdh3B6YDw3tV1rqP9zE1ikg3FPWowdNN2IdIsmsnjPNf3TH3PvNjmY1oUODQDu_z6PH48Jm_5gHBAcOuSq05uXxl_mk0numTugsTPq7ttDeLiNve14nh-L_wmbH09r/dz/d5/L2dBISEvZ0FBIS9nQSEh/?1dmy&current=true&urile=wcm%3Apath%3A%2Fmod%2Fsa-mod-site%2Fsa-ttsk%2Fsa-tt-qpan%2Fbo-quoc-phong-xet-duyet-diem-chuan-tuyen-sinh-quan-su-nam-2024,0
