,kind,title,htmlTitle,link,displayLink,snippet,htmlSnippet,formattedUrl,htmlFormattedUrl,pagemap.cse_thumbnail,pagemap.metatags,pagemap.cse_image,mime,fileFormat
0,customsearch#result,Thông báo về việc hủy bỏ quyết định tuyển dụng công chức Tổng ...,Thông báo về việc hủy bỏ quyết định <b>tuyển dụng</b> công chức Tổng ...,https://www.gso.gov.vn/tin-tuc-thong-ke/2023/05/thong-bao-tuyen-dung-cong-chuc-tong-cuc-thong-ke-nam-2022/,www.gso.gov.vn,THÔNG BÁO BỔ SUNG KẾT QUẢ TRÚNG TUYỂN VÀ HOÀN THIỆN HỒ SƠ TUYỂN DỤNG TỔNG CỤC THỐNG KÊ NĂM 2023 · VUI LÒNG TẢI FILE DƯỚI ĐÂY:.,THÔNG BÁO BỔ SUNG KẾT QUẢ TRÚNG TUYỂN VÀ HOÀN THIỆN HỒ SƠ <b>TUYỂN DỤNG</b> TỔNG CỤC THỐNG KÊ NĂM 2023 &middot; VUI LÒNG TẢI FILE DƯỚI ĐÂY:.,https://www.gso.gov.vn/.../thong-bao-tuyen-dung-cong-chuc-tong-cuc-tho...,https://www.gso.gov.vn/.../thong-bao-tuyen-dung-cong-chuc-tong-cuc-tho...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Thông báo về việc hủy bỏ quyết định tuyển dụng công chức Tổng cục Thống kê năm 2023', 'og:url': 'https://www.gso.gov.vn/tin-tuc-thong-ke/2023/05/thong-bao-tuyen-dung-cong-chuc-tong-cuc-thong-ke-nam-2022/', 'og:description': 'Hội đồng tuyển dụng công chức Tổng cục Thống kê trân trọng thông báo về việc hủy bỏ quyết định tuyển dụng công chức Tổng cục Thống kê năm 2023 như sau:\r\n\r\n\r\n\r\nVui lòng tải file: Quyết đinh về việc hủy bỏ quyết định tuyển dụng'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
1,customsearch#result,Thông cáo báo chí tình hình lao động việc làm quý I năm 2024 ...,Thông cáo báo chí tình hình lao động việc làm quý I năm <b>2024</b> ...,https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/03/thong-cao-bao-chi-tinh-hinh-lao-dong-viec-lam-quy-i-nam-2024/,www.gso.gov.vn,"Mar 29, 2024 ... ... tuyển thêm lao động thời vụ tạm thời hoặc tăng ca để đáp ứng nhu ... Tỷ lệ lao động không sử dụng hết tiềm năng quý I năm 2024 của khu ...","Mar 29, 2024 <b>...</b> ... <b>tuyển</b> thêm lao động thời vụ tạm thời hoặc tăng ca để đáp ứng nhu ... Tỷ lệ lao động không sử <b>dụng</b> hết tiềm năng quý I năm <b>2024</b> của khu&nbsp;...",https://www.gso.gov.vn/.../2024/.../thong-cao-bao-chi-tinh-hinh-lao-dong-...,https://www.gso.gov.vn/.../<b>2024</b>/.../thong-cao-bao-chi-tinh-hinh-lao-dong-...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Thông cáo báo chí tình hình lao động việc làm quý I năm 2024', 'og:url': 'https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/03/thong-cao-bao-chi-tinh-hinh-lao-dong-viec-lam-quy-i-nam-2024/', 'og:description': 'Trong báo cáo “Triển vọng Việc làm và Xã hội Thế Giới: Xu hướng 2024”, Tổ chức Lao động quốc tế (ILO) đánh giá cao khả năng chống chịu của nền kinh tế thế giới năm 2023 trong bối cảnh môi trường kinh tế vĩ mô đối mặt với nhiều khó'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
2,customsearch#result,Tình hình thị trường lao động Việt Nam năm 2023 – General ...,Tình hình thị trường lao động Việt Nam năm 2023 – General ...,https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/01/tinh-hinh-thi-truong-lao-dong-viet-nam-nam-2023/,www.gso.gov.vn,"Jan 2, 2024 ... Vì thế, nhu cầu tuyển dụng của doanh nghiệp những tháng cuối năm ... 2024) diễn ra ngày 18/6 tại Hà Nội. (18/06/2024). Rà soát trẻ chưa ...","Jan 2, 2024 <b>...</b> Vì thế, nhu cầu <b>tuyển dụng</b> của doanh nghiệp những tháng cuối năm ... <b>2024</b>) diễn ra ngày 18/6 tại Hà Nội. (18/06/<b>2024</b>). Rà soát trẻ chưa&nbsp;...",https://www.gso.gov.vn/.../2024/.../tinh-hinh-thi-truong-lao-dong-viet-nam...,https://www.gso.gov.vn/.../<b>2024</b>/.../tinh-hinh-thi-truong-lao-dong-viet-nam...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Tình hình thị trường lao động Việt Nam năm 2023', 'og:url': 'https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/01/tinh-hinh-thi-truong-lao-dong-viet-nam-nam-2023/', 'og:description': 'Theo Liên hợp quốc (UNDESA) thị trường lao động ở các nền kinh tế phát triển có dấu hiệu ổn định. Trong ba quý đầu năm 2023, thị trường lao động ở các nền kinh tế phát triển tiếp tục quay trở lại tình trạng trước đại dịch. Phục hồi việc làm sau'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
3,customsearch#result,"Thông báo về hoàn thiện danh sách thí sinh dự thi tuyển, xét tuyển ...","Thông báo về hoàn thiện danh sách thí sinh dự thi <b>tuyển</b>, xét <b>tuyển</b> ...",https://www.gso.gov.vn/tin-tuc-thong-ke/2023/02/thong-bao-ve-hoan-thien-danh-sach-thi-sinh-du-thi-tuyen-xet-tuyen-cong-chuc-tong-cuc-thong-ke/,www.gso.gov.vn,"Feb 8, 2023 ... ... tuyển dụng công chức Tổng cục Thống kê · Dưới sự lãnh đạo của tổng bí ... 2024) diễn ra ngày 18/6 tại Hà Nội. (18/06/2024). Rà soát trẻ ...","Feb 8, 2023 <b>...</b> ... <b>tuyển dụng</b> công chức Tổng cục Thống kê &middot; Dưới sự lãnh đạo của tổng bí ... <b>2024</b>) diễn ra ngày 18/6 tại Hà Nội. (18/06/<b>2024</b>). Rà soát trẻ&nbsp;...",https://www.gso.gov.vn/.../thong-bao-ve-hoan-thien-danh-sach-thi-sinh-du...,https://www.gso.gov.vn/.../thong-bao-ve-hoan-thien-danh-sach-thi-sinh-du...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Thông báo về hoàn thiện danh sách thí sinh dự thi tuyển, xét tuyển công chức Tổng cục Thống kê', 'og:url': 'https://www.gso.gov.vn/tin-tuc-thong-ke/2023/02/thong-bao-ve-hoan-thien-danh-sach-thi-sinh-du-thi-tuyen-xet-tuyen-cong-chuc-tong-cuc-thong-ke/', 'og:description': 'Vui lòng tải file dưới đây:\r\n1. Thông báo về hoàn thiện danh sách thí sinh dự thi tuyển, xét tuyển công chức Tổng cục Thống kê (.pdf)\r\n2. Danh sách'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
4,customsearch#result,"Thông cáo báo chí về tình hình lao động, việc làm quý II và 6 tháng ...","Thông cáo báo chí về tình hình lao động, việc làm quý II và 6 tháng ...",https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/06/thong-cao-bao-chi-ve-tinh-hinh-lao-dong-viec-lam-quy-ii-va-6-thang-dau-nam-2024/,www.gso.gov.vn,"Jun 29, 2024 ... Tỷ lệ lao động không sử dụng hết tiềm năng quý II/2024 của khu vực ... tuyển dụng đóng bảo hiểm xã hội theo hình thức bắt buộc; (iv) xã ...","Jun 29, 2024 <b>...</b> Tỷ lệ lao động không sử dụng hết tiềm năng quý II/<b>2024</b> của khu vực ... <b>tuyển dụng</b> đóng bảo hiểm xã hội theo hình thức bắt buộc; (iv) xã&nbsp;...",https://www.gso.gov.vn/.../2024/.../thong-cao-bao-chi-ve-tinh-hinh-lao-do...,https://www.gso.gov.vn/.../<b>2024</b>/.../thong-cao-bao-chi-ve-tinh-hinh-lao-do...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Thông cáo báo chí về tình hình lao động, việc làm quý II và 6 tháng đầu năm 2024', 'og:url': 'https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/06/thong-cao-bao-chi-ve-tinh-hinh-lao-dong-viec-lam-quy-ii-va-6-thang-dau-nam-2024/', 'og:description': 'Lực lượng lao động và số người có việc làm trong quý II/2024 tăng so với quý trước và tăng so với cùng kỳ năm trước. Thu nhập bình quân tháng của người lao động giảm so với quý trước và tăng so với cùng kỳ năm trước; tỷ lệ thất'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
5,customsearch#result,"Thông cáo báo chí về tình hình dân số, lao động việc làm Quý IV và ...","Thông cáo báo chí về tình hình dân số, lao động việc làm Quý IV và ...",https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2023/12/thong-cao-bao-chi-ve-tinh-hinh-dan-so-lao-dong-viec-lam-quy-iv-va-nam-2023/,www.gso.gov.vn,"Dec 29, 2023 ... Vì thế, nhu cầu tuyển dụng của doanh nghiệp những tháng cuối năm ... 2024) diễn ra ngày 18/6 tại Hà Nội. (18/06/2024). Rà soát trẻ chưa ...","Dec 29, 2023 <b>...</b> Vì thế, nhu cầu <b>tuyển dụng</b> của doanh nghiệp những tháng cuối năm ... <b>2024</b>) diễn ra ngày 18/6 tại Hà Nội. (18/06/<b>2024</b>). Rà soát trẻ chưa&nbsp;...",https://www.gso.gov.vn/.../thong-cao-bao-chi-ve-tinh-hinh-dan-so-lao-don...,https://www.gso.gov.vn/.../thong-cao-bao-chi-ve-tinh-hinh-dan-so-lao-don...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Thông cáo báo chí về tình hình dân số, lao động việc làm Quý IV và năm 2023', 'og:url': 'https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2023/12/thong-cao-bao-chi-ve-tinh-hinh-dan-so-lao-dong-viec-lam-quy-iv-va-nam-2023/', 'og:description': 'Dân số Việt Nam có những biến đổi nhân khẩu học mạnh mẽ với một số đặc trưng nổi bật: Dân số đang trong thời kỳ cơ cấu dân số vàng, xu hướng già hóa dân số vẫn đang diễn ra nhanh chóng; tốc độ đô thị hóa cao; mức sinh giảm xuống'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
6,customsearch#result,Untitled,Untitled,https://www.gso.gov.vn/wp-content/uploads/2024/01/QD-41-ke-hoach-to-chuc-thi-tkvc-gvc-2023.pdf,www.gso.gov.vn,"Jan 10, 2024 ... Công tác tổ chức kỳ thi a) Thời gian tổ chức kỳ thi: Ngày 30/01/2024 và ngày 31/01/2024. ... phủ quy định về tuyển dụng, sử dụng và quản lý công ...","Jan 10, 2024 <b>...</b> Công tác tổ chức kỳ thi a) Thời gian tổ chức kỳ thi: Ngày 30/01/<b>2024</b> và ngày 31/01/<b>2024</b>. ... phủ quy định về <b>tuyển dụng</b>, sử dụng và quản lý công&nbsp;...",https://www.gso.gov.vn/.../2024/.../QD-41-ke-hoach-to-chuc-thi-tkvc-gvc-...,https://www.gso.gov.vn/.../<b>2024</b>/.../QD-41-ke-hoach-to-chuc-thi-tkvc-gvc-...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMRkc-EixhAW3TCsTISFHWOjZ4EX_AKBM7Bn5hcuT68ddVaVPvbMXNwuY&s', 'width': '189', 'height': '267'}]","[{'moddate': 'Mon Jan 15 21:26:14 2024', 'creator': 'Apeos 4570', 'creationdate': 'Mon Jan 15 21:26:14 2024', 'producer': 'Apeos 4570'}]",[{'src': 'x-raw-image:///b7cc445f63b2b4b78b45b9e9b20f27ff02a7c44f12f357f529b101adeb755344'}],application/pdf,PDF/Adobe Acrobat
7,customsearch#result,HTCTTK Tỉnh – Tỷ lệ lao động có việc làm phi chính thức – General ...,HTCTTK Tỉnh – Tỷ lệ lao động có việc làm phi chính thức – General ...,https://www.gso.gov.vn/du-lieu-dac-ta/2024/04/htcttk-tinh-ty-le-lao-dong-co-viec-lam-phi-chinh-thuc/,www.gso.gov.vn,... tuyển dụng đóng bảo hiểm xã hội theo hình thức bắt buộc; (iv) Xã viên hợp ... 2024) diễn ra ngày 18/6 tại Hà Nội. (18/06/2024). Rà soát trẻ chưa tiêm ...,... <b>tuyển dụng</b> đóng bảo hiểm xã hội theo hình thức bắt buộc; (iv) Xã viên hợp ... <b>2024</b>) diễn ra ngày 18/6 tại Hà Nội. (18/06/<b>2024</b>). Rà soát trẻ chưa tiêm&nbsp;...,https://www.gso.gov.vn/.../2024/.../htcttk-tinh-ty-le-lao-dong-co-viec-lam-...,https://www.gso.gov.vn/.../<b>2024</b>/.../htcttk-tinh-ty-le-lao-dong-co-viec-lam-...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'HTCTTK Tỉnh - Tỷ lệ lao động có việc làm phi chính thức', 'og:url': 'https://www.gso.gov.vn/du-lieu-dac-ta/2024/04/htcttk-tinh-ty-le-lao-dong-co-viec-lam-phi-chinh-thuc/', 'og:description': '1. Khái niệm, phương pháp tính\r\nLao động có việc làm phi chính thức là những người có việc làm thuộc một trong năm nhóm sau: (i) Lao động gia đình không được hưởng lương, hưởng công; (ii) Người chủ của cơ sở, lao động tự làm trong khu vực phi chính thức; (iii)'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
8,customsearch#result,Những điểm tích cực và hạn chế của thị trường lao động Việt Nam ...,Những điểm tích cực và hạn chế của thị trường lao động Việt Nam ...,https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/04/nhung-diem-tich-cuc-va-han-che-cua-thi-truong-lao-dong-viet-nam-quy-i-nam-2024/,www.gso.gov.vn,"Apr 3, 2024 ... ... tuyển thêm lao động thời vụ tạm thời hoặc tăng ca để đáp ứng nhu cầu ... dụng hết tiềm năng quý I năm 2024 (%). [1] ILO (Tháng 01/2024) ...","Apr 3, 2024 <b>...</b> ... <b>tuyển</b> thêm lao động thời vụ tạm thời hoặc tăng ca để đáp ứng nhu cầu ... <b>dụng</b> hết tiềm năng quý I năm <b>2024</b> (%). [1] ILO (Tháng 01/<b>2024</b>)&nbsp;...",https://www.gso.gov.vn/.../2024/.../nhung-diem-tich-cuc-va-han-che-cua-th...,https://www.gso.gov.vn/.../<b>2024</b>/.../nhung-diem-tich-cuc-va-han-che-cua-th...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Những điểm tích cực và hạn chế của thị trường lao động Việt Nam quý I năm 2024', 'og:url': 'https://www.gso.gov.vn/du-lieu-va-so-lieu-thong-ke/2024/04/nhung-diem-tich-cuc-va-han-che-cua-thi-truong-lao-dong-viet-nam-quy-i-nam-2024/', 'og:description': 'Trong báo cáo “Triển vọng Việc làm và Xã hội Thế Giới: Xu hướng 2024”, Tổ chức Lao động quốc tế (ILO) đánh giá cao khả năng chống chịu của nền kinh tế thế giới năm 2023 trong bối cảnh môi trường kinh tế vĩ mô đối mặt với nhiều khó'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
9,customsearch#result,Báo cáo tình hình kinh tế – xã hội quý I năm 2024 – General ...,Báo cáo tình hình kinh tế – xã hội quý I năm <b>2024</b> – General ...,https://www.gso.gov.vn/tin-tuc-thong-ke/2024/03/bao-cao-tinh-hinh-kinh-te-xa-hoi-quy-i-nam-2024/,www.gso.gov.vn,"Mar 29, 2024 ... ... dụng giảm 0,76% so với cuối năm 2023; tăng trưởng tín dụng của nền kinh tế đạt 0,26%. – Tổng doanh thu phí bảo hiểm quý I/2024 ước đạt ...","Mar 29, 2024 <b>...</b> ... <b>dụng</b> giảm 0,76% so với cuối năm 2023; tăng trưởng tín <b>dụng</b> của nền kinh tế đạt 0,26%. – Tổng doanh thu phí bảo hiểm quý I/<b>2024</b> ước đạt&nbsp;...",https://www.gso.gov.vn/.../2024/.../bao-cao-tinh-hinh-kinh-te-xa-hoi-quy-i...,https://www.gso.gov.vn/.../<b>2024</b>/.../bao-cao-tinh-hinh-kinh-te-xa-hoi-quy-i...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUg7EnSC33lgfRIkb5uU2U6CN4YYfbryllrxxKIHFPRDYFQGkhpPR9mvY&s', 'width': '130', 'height': '130'}]","[{'og:image': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png', 'og:type': 'article', 'og:site_name': 'General Statistics Office of Vietnam', 'viewport': 'width=device-width, initial-scale=1', 'og:title': 'Báo cáo tình hình kinh tế - xã hội quý I năm 2024', 'og:url': 'https://www.gso.gov.vn/tin-tuc-thong-ke/2024/03/bao-cao-tinh-hinh-kinh-te-xa-hoi-quy-i-nam-2024/', 'og:description': '1. Tốc độ tăng tổng sản phẩm trong nước\r\nTổng sản phẩm trong nước (GDP) quý I/2024 ước tính tăng 5,66% so với cùng kỳ năm trước, cao hơn tốc độ tăng của quý I các năm 2020-2023. Trong đó, khu vực nông, lâm nghiệp và thủy sản tăng 2,98%, đóng góp'}]",[{'src': 'https://www.gso.gov.vn/wp-content/uploads/2021/01/gso_logo.png'}],,
